x,y,z
2.61975860595703,-1.27930557727814,0.000400066375732
4.6615629196167,-2.1,3.14712524414062E-05
7.2,-2.4,0.001213073730469
9.62330436706543,-0.2952800989151,0.001689910888672
10.5,2,0.000481605529785
10.7763557434082,5.02323055267334,0.00101375579834
8.83148956298828,5.97,0.002063751220703
6.83395481109619,6.92411041259766,0.005807876586914
4.72726154327393,7.84609985351563,0.004993438720703
2.42471027374268,9.03918933868408,0.001625061035156
-0.270029067993164,10.343451499939,0.008941650390625
-4.24568367004395,12.1608114242554,0.002281188964844
-6.0323429107666,13.2133369445801,-0.005687713623047
-7.12,13.8085708618164,-4.76837158203125E-05
-9.46273803710938,13.7,0.003320693969727
-11.1309118270874,11.9113941192627,0.001764297485352
-13.0979433059692,8.64246845245361,0.00029182434082
-12.8000888824463,6.11400413513184,-0.00139045715332
-10.6699829101563,5.16349267959595,-0.000755310058594
-7.91640853881836,3.88736820220947,0.005706787109375
-4.81841850280762,2.40030193328857,-0.000288009643555
-0.900373458862305,0.574301719665527,0.00579833984375
